Timestamp,Year of Study,Department,Gender,1. Difficulty Falling Asleep,2. Avg Sleep Hours,3. Waking at Night,4. Sleep Quality,5. Concentration Issues,6. Daytime Fatigue,7. Classes Missed (per week),8. Assignment Impact,9. Screen Time Before Bed,10. Caffeine Use,11. Physical Activity,12. Stress Level,13. Academic Performance
"13/4/2026, 9:56:25 pm",Third year,EEE,Male,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Good,Sometimes,Rarely,Rarely (1-2 times a month),Minor impact,Every night,Rarely (1-2 times a week),Often (5-6 times a week),Low stress,Average
"13/4/2026, 9:56:29 pm",Third year,EEE,Male,Every night,5-6 hours,Often (5-6 times a week),Poor,Always,Always,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Average
"13/4/2026, 9:57:02 pm",Third year,EEE,Male,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Poor,Sometimes,Sometimes,Rarely (1-2 times a month),Minor impact,Often (5-6 times a week),Rarely (1-2 times a week),Every day,No stress,Below Average
"13/4/2026, 9:57:51 pm",Third year,CSE,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Average,Sometimes,Often,Sometimes (1-2 times a week),Moderate impact,Every night,Never,Rarely (1-2 times a week),High stress,Average
"13/4/2026, 9:58:08 pm",Third year,CSE,Male,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Good,Never,Never,Never,Moderate impact,Never,Never,Never,No stress,Poor
"13/4/2026, 10:01:42 pm",Third year,Mechanical,Male,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Average,Often,Sometimes,Rarely (1-2 times a month),Moderate impact,Every night,Never,Often (5-6 times a week),No stress,Below Average
"13/4/2026, 10:01:48 pm",Third year,CSE,Male,Never,7-8 hours,Often (5-6 times a week),Very good,Rarely,Rarely,Rarely (1-2 times a month),Minor impact,Every night,Never,Rarely (1-2 times a week),Low stress,Average
"13/4/2026, 10:03:50 pm",Third year,CSE,Male,Never,5-6 hours,Often (5-6 times a week),Average,Always,Always,Always,Severe impact,Every night,Every day,Never,Extremely high stress,Average
"13/4/2026, 10:04:53 pm",Third year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Never,Average,Sometimes,Sometimes,Rarely (1-2 times a month),Moderate impact,Every night,Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Good
"13/4/2026, 10:04:58 pm",Third year,CSE,Male,Sometimes (3-4 times a week),7-8 hours,Sometimes (3-4 times a week),Good,Sometimes,Often,Rarely (1-2 times a month),Moderate impact,Sometimes (3-4 times a week),Every day,Often (5-6 times a week),Low stress,Average
"13/4/2026, 10:05:09 pm",Third year,CSE,Male,Every night,7-8 hours,Never,Good,Sometimes,Sometimes,Always,Moderate impact,Every night,Never,Every day,High stress,Average
"13/4/2026, 10:06:09 pm",Third year,EEE,Male,Often (5-6 times a week),5-6 hours,Never,Average,Always,Often,Never,Moderate impact,Often (5-6 times a week),Sometimes (3-4 times a week),Often (5-6 times a week),Extremely high stress,Average
"13/4/2026, 10:07:32 pm",Third year,CSE,Male,Often (5-6 times a week),6-7 hours,Never,Average,Sometimes,Sometimes,Rarely (1-2 times a month),Minor impact,Often (5-6 times a week),Rarely (1-2 times a week),Never,Low stress,Average
"13/4/2026, 10:08:26 pm",Third year,CSE,Female,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Average,Often,Sometimes,Often (3-4 times a week),Minor impact,Every night,Never,Never,High stress,Below Average
"13/4/2026, 10:09:04 pm",Third year,CSE,Male,Often (5-6 times a week),6-7 hours,Never,Average,Rarely,Often,Sometimes (1-2 times a week),Minor impact,Every night,Every day,Rarely (1-2 times a week),Low stress,Average
"13/4/2026, 10:09:29 pm",Third year,CSE,Male,Often (5-6 times a week),5-6 hours,Never,Average,Always,Always,Sometimes (1-2 times a week),Major impact,Rarely (1-2 times a week),Sometimes (3-4 times a week),Rarely (1-2 times a week),Low stress,Below Average
"13/4/2026, 10:11:34 pm",Third year,CSE,Male,Never,5-6 hours,Never,Good,Sometimes,Rarely,Never,Major impact,Sometimes (3-4 times a week),Every day,Never,High stress,Average
"13/4/2026, 10:12:43 pm",Third year,ECE,Male,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Good,Sometimes,Rarely,Rarely (1-2 times a month),Moderate impact,Every night,Never,Sometimes (3-4 times a week),Low stress,Average
"13/4/2026, 10:13:14 pm",Third year,Other,Male,Never,7-8 hours,Sometimes (3-4 times a week),Good,Never,Rarely,Sometimes (1-2 times a week),Minor impact,Often (5-6 times a week),Every day,Every day,High stress,Good
"13/4/2026, 10:18:06 pm",Third year,ECE,Male,Sometimes (3-4 times a week),5-6 hours,Never,Average,Often,Sometimes,Sometimes (1-2 times a week),Minor impact,Every night,Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Average
"13/4/2026, 10:18:41 pm",Third year,ECE,Male,Sometimes (3-4 times a week),5-6 hours,Never,Very poor,Sometimes,Rarely,Rarely (1-2 times a month),Moderate impact,Every night,Rarely (1-2 times a week),Every day,No stress,Average
"13/4/2026, 10:23:19 pm",Third year,ECE,Male,Never,Less than 4 hours,Never,Very good,Sometimes,Sometimes,Sometimes (1-2 times a week),Moderate impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Average
"13/4/2026, 10:25:50 pm",Third year,CSE,Female,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Average,Often,Sometimes,Rarely (1-2 times a month),Major impact,Every night,Never,Rarely (1-2 times a week),High stress,Good
"13/4/2026, 10:28:52 pm",Third year,Other,Male,Never,7-8 hours,Never,Average,Often,Rarely,Rarely (1-2 times a month),Minor impact,Every night,Rarely (1-2 times a week),Every day,Low stress,Good
"13/4/2026, 10:34:01 pm",Third year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Average,Often,Often,Often (3-4 times a week),Moderate impact,Often (5-6 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),High stress,Average
"13/4/2026, 10:38:12 pm",Third year,Other,Male,Sometimes (3-4 times a week),6-7 hours,Never,Average,Sometimes,Rarely,Sometimes (1-2 times a week),Major impact,Sometimes (3-4 times a week),Every day,Sometimes (3-4 times a week),High stress,Average
"13/4/2026, 10:39:29 pm",Third year,ECE,Female,Sometimes (3-4 times a week),5-6 hours,Never,Average,Often,Sometimes,Sometimes (1-2 times a week),Minor impact,Every night,Never,Rarely (1-2 times a week),High stress,Average
"13/4/2026, 10:40:43 pm",Second year,Civil,Male,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Average,Rarely,Sometimes,Rarely (1-2 times a month),Moderate impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Good
"13/4/2026, 10:43:47 pm",Third year,ECE,Male,Every night,5-6 hours,Never,Average,Often,Sometimes,Sometimes (1-2 times a week),Moderate impact,Sometimes (3-4 times a week),Never,Never,High stress,Average
"13/4/2026, 10:44:09 pm",Third year,CSE,Male,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Average,Often,Often,Often (3-4 times a week),Moderate impact,Often (5-6 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),High stress,Average
"13/4/2026, 10:47:30 pm",Third year,ECE,Male,Every night,5-6 hours,Never,Poor,Often,Often,Always,Major impact,Every night,Every day,Never,High stress,Poor
"13/4/2026, 10:49:37 pm",Third year,Mechanical,Male,Often (5-6 times a week),Less than 4 hours,Never,Average,Often,Sometimes,Sometimes (1-2 times a week),Moderate impact,Rarely (1-2 times a week),Sometimes (3-4 times a week),Rarely (1-2 times a week),Low stress,Average
"13/4/2026, 10:56:24 pm",Third year,ECE,Female,Often (5-6 times a week),6-7 hours,Never,Good,Sometimes,Often,Never,Moderate impact,Every night,Never,Sometimes (3-4 times a week),High stress,Average
"13/4/2026, 10:58:03 pm",First year,ECE,Male,Never,Less than 4 hours,Sometimes (3-4 times a week),Poor,Rarely,Often,Never,Moderate impact,Rarely (1-2 times a week),Every day,Rarely (1-2 times a week),High stress,Poor
"13/4/2026, 10:58:34 pm",Second year,CSE,Female,Never,Less than 4 hours,Never,Very poor,Never,Never,Never,Severe impact,Rarely (1-2 times a week),Often (5-6 times a week),Rarely (1-2 times a week),No stress,Below Average
"13/4/2026, 10:59:04 pm",Fourth year,EEE,Female,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Very good,Sometimes,Never,Sometimes (1-2 times a week),Moderate impact,Rarely (1-2 times a week),Sometimes (3-4 times a week),Never,High stress,Below Average
"13/4/2026, 10:59:30 pm",Third year,CSE,Female,Often (5-6 times a week),Less than 4 hours,Often (5-6 times a week),Poor,Never,Rarely,Never,Moderate impact,Often (5-6 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),Low stress,Below Average
"13/4/2026, 10:59:58 pm",Fourth year,ECE,Female,Often (5-6 times a week),5-6 hours,Never,Good,Sometimes,Never,Sometimes (1-2 times a week),Moderate impact,Rarely (1-2 times a week),Sometimes (3-4 times a week),Never,Extremely high stress,Below Average
"13/4/2026, 11:00:24 pm",Fourth year,Civil,Female,Often (5-6 times a week),5-6 hours,Never,Very good,Rarely,Rarely,Never,Severe impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Never,High stress,Below Average
"13/4/2026, 11:00:54 pm",First year,Mechanical,Female,Often (5-6 times a week),Less than 4 hours,Often (5-6 times a week),Average,Never,Always,Rarely (1-2 times a month),Moderate impact,Never,Sometimes (3-4 times a week),Rarely (1-2 times a week),No stress,Good
"13/4/2026, 11:01:45 pm",Third year,ECE,Male,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Average,Often,Sometimes,Rarely (1-2 times a month),Moderate impact,Often (5-6 times a week),Every day,Every day,No stress,Good
"13/4/2026, 11:08:04 pm",First year,Other,Female,Every night,7-8 hours,Never,Good,Sometimes,Rarely,Never,Minor impact,Every night,Never,Rarely (1-2 times a week),Low stress,Good
"13/4/2026, 11:08:04 pm",First year,CSE,Female,Never,6-7 hours,Never,Very good,Sometimes,Rarely,Never,Minor impact,Often (5-6 times a week),Never,Rarely (1-2 times a week),Low stress,Good
"13/4/2026, 11:09:26 pm",First year,Other,Male,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Very good,Sometimes,Rarely,Rarely (1-2 times a month),Minor impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Every day,No stress,Good
"13/4/2026, 11:10:25 pm",First year,CSE,Female,Sometimes (3-4 times a week),5-6 hours,Never,Average,Sometimes,Often,Never,Moderate impact,Often (5-6 times a week),Sometimes (3-4 times a week),Rarely (1-2 times a week),High stress,Good
"13/4/2026, 11:12:47 pm",First year,EEE,Male,Never,6-7 hours,Often (5-6 times a week),Good,Sometimes,Never,Never,Severe impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Often (5-6 times a week),Low stress,Average
"13/4/2026, 11:15:15 pm",First year,Other,Female,Sometimes (3-4 times a week),6-7 hours,Never,Good,Often,Often,Sometimes (1-2 times a week),Moderate impact,Every night,Never,Rarely (1-2 times a week),High stress,Good
"13/4/2026, 11:15:31 pm",Third year,CSE,Female,Often (5-6 times a week),5-6 hours,Never,Average,Always,Always,Sometimes (1-2 times a week),Major impact,Every night,Often (5-6 times a week),Rarely (1-2 times a week),Extremely high stress,Good
"13/4/2026, 11:17:08 pm",First year,EEE,Female,Every night,7-8 hours,Often (5-6 times a week),Average,Always,Often,Sometimes (1-2 times a week),Moderate impact,Every night,Never,Every day,Low stress,Average
"13/4/2026, 11:17:25 pm",First year,CSE,Male,Never,Less than 4 hours,Never,Good,Always,Never,Rarely (1-2 times a month),Moderate impact,Never,Often (5-6 times a week),Rarely (1-2 times a week),No stress,Good
"13/4/2026, 11:17:55 pm",First year,Other,Female,Never,7-8 hours,Never,Good,Rarely,Sometimes,Never,Moderate impact,Every night,Rarely (1-2 times a week),Sometimes (3-4 times a week),Low stress,Good
"13/4/2026, 11:18:03 pm",Third year,CSE,Male,Every night,6-7 hours,Never,Average,Sometimes,Sometimes,Sometimes (1-2 times a week),Major impact,Every night,Sometimes (3-4 times a week),Never,No stress,Good
"13/4/2026, 11:19:19 pm",First year,CSE,Male,Every night,5-6 hours,Often (5-6 times a week),Poor,Rarely,Rarely,Never,Moderate impact,Every night,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Low stress,Good
"13/4/2026, 11:19:38 pm",First year,CSE,Male,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Good,Often,Rarely,Never,Minor impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Every day,No stress,Good
"13/4/2026, 11:19:43 pm",First year,ECE,Male,Every night,5-6 hours,Never,Average,Sometimes,Sometimes,Rarely (1-2 times a month),Major impact,Every night,Never,Never,Extremely high stress,Good
"13/4/2026, 11:20:19 pm",Third year,CSE,Male,Often (5-6 times a week),6-7 hours,Never,Good,Rarely,Rarely,Rarely (1-2 times a month),Moderate impact,Every night,Never,Never,High stress,Good
"13/4/2026, 11:21:18 pm",First year,CSE,Male,Often (5-6 times a week),7-8 hours,Never,Good,Always,Rarely,Sometimes (1-2 times a week),Minor impact,Often (5-6 times a week),Often (5-6 times a week),Rarely (1-2 times a week),High stress,Average
"13/4/2026, 11:22:22 pm",Second year,CSE,Male,Never,Less than 4 hours,Never,Very poor,Never,Never,Never,Moderate impact,Never,Never,Never,No stress,Poor
"13/4/2026, 11:27:16 pm",Second year,EEE,Male,Often (5-6 times a week),5-6 hours,Every night,Average,Rarely,Often,Sometimes (1-2 times a week),Minor impact,Sometimes (3-4 times a week),Often (5-6 times a week),Often (5-6 times a week),Low stress,Below Average
"13/4/2026, 11:28:20 pm",Second year,Mechanical,Male,Often (5-6 times a week),5-6 hours,Every night,Average,Rarely,Rarely,Often (3-4 times a week),Minor impact,Every night,Sometimes (3-4 times a week),Rarely (1-2 times a week),High stress,Average
"13/4/2026, 11:29:30 pm",Second year,CSE,Male,Often (5-6 times a week),6-7 hours,Sometimes (3-4 times a week),Poor,Never,Often,Often (3-4 times a week),Minor impact,Sometimes (3-4 times a week),Often (5-6 times a week),Rarely (1-2 times a week),High stress,Average
"13/4/2026, 11:30:47 pm",Second year,EEE,Male,Often (5-6 times a week),6-7 hours,Sometimes (3-4 times a week),Very good,Sometimes,Sometimes,Rarely (1-2 times a month),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Below Average
"13/4/2026, 11:30:53 pm",First year,CSE,Male,Every night,7-8 hours,Often (5-6 times a week),Good,Rarely,Sometimes,Never,Moderate impact,Rarely (1-2 times a week),Sometimes (3-4 times a week),Often (5-6 times a week),Extremely high stress,Excellent
"13/4/2026, 11:33:21 pm",Second year,CSE,Male,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Average,Rarely,Often,Sometimes (1-2 times a week),Major impact,Rarely (1-2 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
"13/4/2026, 11:34:25 pm",First year,ECE,Male,Often (5-6 times a week),6-7 hours,Never,Good,Sometimes,Rarely,Never,Minor impact,Every night,Often (5-6 times a week),Sometimes (3-4 times a week),Low stress,Good
"13/4/2026, 11:36:49 pm",First year,CSE,Male,Every night,7-8 hours,Never,Good,Sometimes,Never,Rarely (1-2 times a month),Moderate impact,Every night,Every day,Sometimes (3-4 times a week),No stress,Excellent
"13/4/2026, 11:36:55 pm",Second year,CSE,Male,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Average,Rarely,Often,Sometimes (1-2 times a week),Moderate impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Average
"13/4/2026, 11:37:30 pm",First year,CSE,Female,Often (5-6 times a week),5-6 hours,Never,Average,Sometimes,Sometimes,Never,Moderate impact,Every night,Never,Never,Low stress,Average
"13/4/2026, 11:37:43 pm",Third year,CSE,Male,Often (5-6 times a week),5-6 hours,Never,Good,Sometimes,Always,Always,Severe impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Often (5-6 times a week),High stress,Excellent
"13/4/2026, 11:40:21 pm",First year,CSE,Male,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Average,Always,Sometimes,Rarely (1-2 times a month),Moderate impact,Every night,Rarely (1-2 times a week),Never,Low stress,Good
"13/4/2026, 11:43:39 pm",First year,Other,Female,Never,5-6 hours,Never,Average,Rarely,Sometimes,Never,Minor impact,Often (5-6 times a week),Sometimes (3-4 times a week),Never,Low stress,Below Average
"13/4/2026, 11:47:01 pm",First year,Civil,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very good,Sometimes,Rarely,Never,Moderate impact,Rarely (1-2 times a week),Often (5-6 times a week),Every day,No stress,Good
"13/4/2026, 11:48:05 pm",First year,Mechanical,Female,Often (5-6 times a week),More than 8 hours,Never,Very good,Never,Never,Never,Moderate impact,Never,Never,Every day,No stress,Excellent
"13/4/2026, 11:48:49 pm",First year,EEE,Female,Never,5-6 hours,Every night,Very good,Sometimes,Sometimes,Sometimes (1-2 times a week),Moderate impact,Every night,Sometimes (3-4 times a week),Often (5-6 times a week),Low stress,Poor
"13/4/2026, 11:50:07 pm",First year,CSE,Male,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Average,Never,Never,Never,Moderate impact,Every night,Never,Rarely (1-2 times a week),Extremely high stress,Good
"13/4/2026, 11:50:30 pm",First year,ECE,Male,Sometimes (3-4 times a week),5-6 hours,Sometimes (3-4 times a week),Average,Sometimes,Sometimes,Sometimes (1-2 times a week),Minor impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Often (5-6 times a week),No stress,Below Average
"13/4/2026, 11:56:11 pm",First year,CSE,Male,Never,5-6 hours,Never,Good,Sometimes,Never,Never,Minor impact,Sometimes (3-4 times a week),Never,Rarely (1-2 times a week),Low stress,Below Average
"13/4/2026, 11:57:44 pm",Third year,EEE,Male,Never,6-7 hours,Never,Good,Often,Often,Sometimes (1-2 times a week),Moderate impact,Rarely (1-2 times a week),Never,Sometimes (3-4 times a week),High stress,Below Average
"13/4/2026, 11:59:25 pm",Third year,ECE,Male,Never,Less than 4 hours,Never,Very poor,Always,Often,Sometimes (1-2 times a week),Minor impact,Every night,Never,Sometimes (3-4 times a week),High stress,Below Average
"13/4/2026, 11:59:39 pm",First year,CSE,Male,Never,7-8 hours,Never,Good,Rarely,Never,Sometimes (1-2 times a week),Minor impact,Every night,Sometimes (3-4 times a week),Rarely (1-2 times a week),Low stress,Below Average
"14/4/2026, 12:00:36 am",First year,Other,Male,Sometimes (3-4 times a week),5-6 hours,Never,Good,Rarely,Sometimes,Rarely (1-2 times a month),Moderate impact,Every night,Never,Rarely (1-2 times a week),Low stress,Good
"14/4/2026, 12:04:58 am",First year,CSE,Male,Never,6-7 hours,Rarely (1-2 times a week),Good,Rarely,Rarely,Never,Moderate impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Rarely (1-2 times a week),No stress,Average
"14/4/2026, 12:05:58 am",First year,Other,Male,Never,More than 8 hours,Every night,Poor,Always,Always,Always,Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
"14/4/2026, 12:11:05 am",First year,CSE,Male,Often (5-6 times a week),5-6 hours,Never,Average,Often,Often,Often (3-4 times a week),Moderate impact,Often (5-6 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),Extremely high stress,Average
"14/4/2026, 12:47:06 am",First year,EEE,Male,Often (5-6 times a week),6-7 hours,Rarely (1-2 times a week),Good,Often,Sometimes,Rarely (1-2 times a month),Minor impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Often (5-6 times a week),Low stress,Below Average
"14/4/2026, 6:18:32 am",First year,ECE,Male,Often (5-6 times a week),6-7 hours,Rarely (1-2 times a week),Good,Often,Sometimes,Rarely (1-2 times a month),Moderate impact,Often (5-6 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),Low stress,Average
"14/4/2026, 6:32:27 am",Third year,CSE,Male,Often (5-6 times a week),5-6 hours,Never,Average,Sometimes,Often,Always,Minor impact,Often (5-6 times a week),Never,Every day,Low stress,Below Average
"14/4/2026, 7:36:16 am",First year,CSE,Male,Every night,7-8 hours,Often (5-6 times a week),Average,Sometimes,Often,Sometimes (1-2 times a week),Moderate impact,Sometimes (3-4 times a week),Every day,Never,High stress,Good
"14/4/2026, 8:31:23 am",Fourth year,CSE,Male,Sometimes (3-4 times a week),6-7 hours,Sometimes (3-4 times a week),Poor,Sometimes,Sometimes,Sometimes (1-2 times a week),Major impact,Every night,Rarely (1-2 times a week),Every day,High stress,Average
"14/4/2026, 8:34:06 am",Fourth year,EEE,Male,Sometimes (3-4 times a week),5-6 hours,Often (5-6 times a week),Poor,Sometimes,Sometimes,Sometimes (1-2 times a week),Major impact,Every night,Rarely (1-2 times a week),Sometimes (3-4 times a week),Extremely high stress,Below Average
"14/4/2026, 8:36:24 am",Third year,ECE,Male,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Average,Often,Sometimes,Sometimes (1-2 times a week),Major impact,Often (5-6 times a week),Sometimes (3-4 times a week),Often (5-6 times a week),High stress,Average
"14/4/2026, 8:37:47 am",Third year,ECE,Male,Sometimes (3-4 times a week),6-7 hours,Rarely (1-2 times a week),Average,Rarely,Sometimes,Rarely (1-2 times a month),Moderate impact,Often (5-6 times a week),Rarely (1-2 times a week),Often (5-6 times a week),High stress,Average
"14/4/2026, 8:41:36 am",Third year,CSE,Male,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Poor,Sometimes,Sometimes,Sometimes (1-2 times a week),Major impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),Extremely high stress,Poor
"14/4/2026, 8:46:10 am",Third year,CSE,Female,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Average,Sometimes,Rarely,Rarely (1-2 times a month),Moderate impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Rarely (1-2 times a week),High stress,Average
"14/4/2026, 8:50:23 am",Fourth year,ECE,Male,Often (5-6 times a week),5-6 hours,Often (5-6 times a week),Poor,Sometimes,Rarely,Sometimes (1-2 times a week),Major impact,Often (5-6 times a week),Rarely (1-2 times a week),Often (5-6 times a week),High stress,Below Average
"14/4/2026, 8:52:55 am",First year,Mechanical,Male,Often (5-6 times a week),6-7 hours,Sometimes (3-4 times a week),Average,Rarely,Rarely,Sometimes (1-2 times a week),Moderate impact,Often (5-6 times a week),Sometimes (3-4 times a week),Never,Low stress,Good
"14/4/2026, 9:37:25 am",Third year,CSE,Male,Every night,5-6 hours,Never,Average,Sometimes,Sometimes,Sometimes (1-2 times a week),Moderate impact,Every night,Sometimes (3-4 times a week),Sometimes (3-4 times a week),High stress,Average
"15/4/2026, 9:30:04 am",Third year,CSE,Male,Often (5-6 times a week),6-7 hours,Never,Average,Always,Rarely,Never,Minor impact,Often (5-6 times a week),Never,Sometimes (3-4 times a week),Low stress,Good
"15/4/2026, 9:30:20 am",Second year,CSE,Female,Every night,5-6 hours,Never,Good,Often,Sometimes,Sometimes (1-2 times a week),Moderate impact,Every night,Never,Often (5-6 times a week),High stress,Excellent
"15/4/2026, 9:30:23 am",Second year,ECE,Female,Often (5-6 times a week),6-7 hours,Rarely (1-2 times a week),Poor,Rarely,Often,Never,Severe impact,Often (5-6 times a week),Rarely (1-2 times a week),Rarely (1-2 times a week),Low stress,Good
"15/4/2026, 9:30:31 am",Third year,ECE,Female,Never,6-7 hours,Never,Average,Sometimes,Often,Sometimes (1-2 times a week),Moderate impact,Every night,Never,Sometimes (3-4 times a week),Low stress,Good
"15/4/2026, 9:30:37 am",Third year,EEE,Male,Sometimes (3-4 times a week),6-7 hours,Sometimes (3-4 times a week),Average,Sometimes,Rarely,Never,Moderate impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),High stress,Average
"15/4/2026, 9:30:34 am",Third year,CSE,Male,Often (5-6 times a week),6-7 hours,Rarely (1-2 times a week),Very good,Rarely,Rarely,Rarely (1-2 times a month),Minor impact,Every night,Often (5-6 times a week),Rarely (1-2 times a week),High stress,Below Average
"15/4/2026, 9:30:38 am",Third year,Other,Male,Sometimes (3-4 times a week),6-7 hours,Rarely (1-2 times a week),Good,Sometimes,Rarely,Rarely (1-2 times a month),Moderate impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),Low stress,Good
"15/4/2026, 9:30:39 am",Third year,CSE,Male,Never,7-8 hours,Rarely (1-2 times a week),Good,Sometimes,Always,Often (3-4 times a week),Minor impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Rarely (1-2 times a week),High stress,Good
"15/4/2026, 9:30:46 am",Third year,CSE,Male,Never,5-6 hours,Rarely (1-2 times a week),Average,Always,Always,Rarely (1-2 times a month),Minor impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),Low stress,Good
"15/4/2026, 9:30:51 am",Third year,CSE,Male,Every night,5-6 hours,Never,Average,Sometimes,Never,Sometimes (1-2 times a week),Minor impact,Often (5-6 times a week),Never,Never,Low stress,Average
"15/4/2026, 9:30:56 am",Third year,ECE,Male,Never,7-8 hours,Never,Average,Always,Often,Sometimes (1-2 times a week),Moderate impact,Rarely (1-2 times a week),Never,Often (5-6 times a week),High stress,Excellent
"15/4/2026, 9:31:08 am",Third year,ECE,Male,Sometimes (3-4 times a week),6-7 hours,Never,Poor,Always,Sometimes,Rarely (1-2 times a month),Major impact,Every night,Sometimes (3-4 times a week),Rarely (1-2 times a week),High stress,Good
"15/4/2026, 9:31:08 am",Third year,ECE,Male,Rarely (1-2 times a week),5-6 hours,Never,Very good,Rarely,Sometimes,Sometimes (1-2 times a week),Moderate impact,Often (5-6 times a week),Every day,Rarely (1-2 times a week),High stress,Average
"15/4/2026, 9:31:17 am",Third year,CSE,Male,Often (5-6 times a week),6-7 hours,Rarely (1-2 times a week),Average,Rarely,Always,Sometimes (1-2 times a week),Moderate impact,Every night,Rarely (1-2 times a week),Rarely (1-2 times a week),High stress,Below Average
"15/4/2026, 9:31:30 am",Third year,CSE,Male,Never,6-7 hours,Never,Average,Always,Sometimes,Sometimes (1-2 times a week),Minor impact,Often (5-6 times a week),Every day,Sometimes (3-4 times a week),High stress,Excellent
"15/4/2026, 9:31:36 am",First year,CSE,Male,Sometimes (3-4 times a week),6-7 hours,Never,Very good,Rarely,Often,Rarely (1-2 times a month),Moderate impact,Rarely (1-2 times a week),Never,Sometimes (3-4 times a week),Low stress,Average
"15/4/2026, 9:31:45 am",Third year,CSE,Male,Never,7-8 hours,Rarely (1-2 times a week),Good,Sometimes,Never,Often (3-4 times a week),Moderate impact,Every night,Sometimes (3-4 times a week),Never,High stress,Good
"15/4/2026, 9:31:52 am",Second year,CSE,Female,Rarely (1-2 times a week),5-6 hours,Rarely (1-2 times a week),Average,Rarely,Sometimes,Always,Major impact,Every night,Never,Rarely (1-2 times a week),High stress,Average
"15/4/2026, 9:32:03 am",Third year,CSE,Female,Rarely (1-2 times a week),6-7 hours,Rarely (1-2 times a week),Average,Never,Rarely,Never,Moderate impact,Often (5-6 times a week),Never,Never,Low stress,Average
"15/4/2026, 9:32:09 am",Third year,CSE,Female,Often (5-6 times a week),5-6 hours,Never,Good,Rarely,Often,Rarely (1-2 times a month),Major impact,Every night,Never,Rarely (1-2 times a week),Low stress,Good
"15/4/2026, 9:32:09 am",First year,CSE,Female,Sometimes (3-4 times a week),6-7 hours,Never,Average,Often,Rarely,Sometimes (1-2 times a week),Major impact,Often (5-6 times a week),Rarely (1-2 times a week),Never,Low stress,Good
"15/4/2026, 9:32:16 am",First year,EEE,Male,Sometimes (3-4 times a week),7-8 hours,Never,Poor,Rarely,Sometimes,Rarely (1-2 times a month),Minor impact,Every night,Sometimes (3-4 times a week),Sometimes (3-4 times a week),No stress,Average
